,name,totalError,hf,refHf,ie,refIe,dipole,refDipole,geomError,hasGeom,hfError,ieError,dipoleError,optMethod
491,491-H16C10N2,1101.590873326057,47.790222556139284,14.6,12.033343027038981,,2.6938605929360944,,,False,33.19022255613928,,,rfo
915,915-N2O5,1077.2947976208238,-7.4291824280331795,2.7,13.605429830067333,12.3,0.24772772113188266,,40.10685120618385,True,-10.129182428033179,1.3054298300673324,,rfo
286,286-N1,1073.3220229312128,415.53840628218444,448.3,23.82164702525026,,0.0,,,False,-32.76159371781557,,,rfo
225,225-H12C14,1067.8465831026497,99.12207804797482,131.8,8.465656332706367,,0.2650175665962356,,,False,-32.67792195202519,,,rfo
1104,1104-H6C14O4,1056.4892499471728,-82.50368056001001,-50.0,10.024128285194179,,1.6319276219794194,,,False,-32.50368056001001,,,rfo
815,815-N1O2,1052.4477712345558,-18.240741300290146,7.9,11.431641182784572,,0.8441465533860222,,27.170182756318034,True,-26.140741300290145,,,rfo
1171,1171-H1C2O2F3,1050.447741386517,-250.10297276570955,-255.0,12.870468134008021,12.0,2.419417482545544,2.28,43.426270727407825,True,4.897027234290448,0.8704681340080214,0.1394174825455443,rfo
701,701-N2O1,1045.3504083784833,17.74891565130126,19.6,11.9749588071421,,1.1408325799826882,0.17,36.466903783297774,True,-1.8510843486987412,,0.9708325799826881,rfo
1180,1180-C2F6,1040.9254447108012,-319.7529719305317,-321.2,14.796324902775224,14.6,4.5262679828679944e-05,,45.496751702335885,True,1.4470280694682742,0.19632490277522407,,rfo
384,384-H4N2,1016.9032866676728,21.765254462017964,22.8,9.374439686673556,,5.2688597278010905e-06,,45.07399667966662,True,-1.0347455379820367,,,rfo
1158,1158-C1F3,1005.231289594847,-142.57487035966886,-112.4,11.954730099870476,,0.46227437697546286,,13.762884027123441,True,-30.17487035966886,,,rfo
145,145-H18C8,996.8543026635689,-26.130987157003446,-54.0,11.68901287604381,,1.9560952237565524e-06,,20.984395431866126,True,27.869012842996554,,,rfo
492,492-H16C10N2,988.3593287356654,46.738182656376075,15.3,12.002982690929588,,3.57718913617921,,,False,31.438182656376075,,,rfo
827,827-H7C3N1O2,963.3810254557777,-35.17109346493034,-28.4,11.050076668171354,,2.286455923351541,,42.83767777891223,True,-6.771093464930338,,,rfo
386,386-H2C1N2,953.1241071645965,85.0647154610799,79.0,11.277378065072273,,1.0461173821699659,1.59,39.950469653051,True,6.064715461079899,,-0.5438826178300342,rfo
885,885-H14C7O3,951.454175222381,-130.8543491684422,-161.7,11.350730012286734,,2.7135735146941427,,,False,30.845650831557776,,,rfo
1170,1170-N1O1F3,947.3142076426948,-23.452675277383154,-39.0,14.280672557584165,,0.3650111176285106,,37.56580630339782,True,15.547324722616846,,,rfo
1159,1159-C1F3,943.8172536218998,-194.12160890353726,-163.4,3.4807484003882214,,0.3516241452656878,,,False,-30.72160890353726,,,rfo
281,281-H30C20,937.5913177023365,34.020112960313135,3.4,8.380577454823948,,0.17834761882987638,,,False,30.620112960313136,,,rfo
211,211-H8C12,886.4392573890591,92.46927147394334,100.5,8.328819148229115,,7.033774831850845e-06,,40.54495422934496,True,-8.030728526056663,,,rfo
889,889-H3C2N1O3,884.7268799838312,-134.4919426474641,-132.0,11.394108638155892,,3.1754088033948213,,41.916991824928964,True,-2.4919426474641,,,rfo
823,823-H7C3N1O2,878.6179140065924,-99.79758101700108,-99.1,10.466151699162278,8.9,1.0785853701230912,,35.57662660378083,True,-0.6975810170010845,1.566151699162278,,rfo
723,723-C3O2,877.9202862800164,-40.89668540979063,-22.4,10.062848077991944,10.6,1.7046235774049466e-06,,31.8414728428055,True,-18.49668540979063,-0.5371519220080554,,rfo
314,314-H7C4N1,871.6079248582791,10.727036121834455,5.6,12.17432127541129,,2.21396561511105,,41.117427581590846,True,5.127036121834456,,,rfo
142,142-H14C8,871.058468595259,-33.144700167332104,-24.1,11.390056263229113,9.45,3.2196024131264203e-06,,28.735693380493554,True,-9.044700167332103,1.9400562632291134,,rfo
662,662-H11C4N1O1,863.7390470389886,-26.24008330072255,-29.1,9.941856032346912,,0.47268071111760546,,41.365684413827424,True,2.859916699277452,,,rfo
649,649-H5C3N1O1,861.8180904990236,-14.19025821740437,-8.5,11.696957133736943,,2.9320831657705,,40.72932731873399,True,-5.69025821740437,,,rfo
11,11-H3C2,855.3685087768106,259.7864807334794,266.0,18.16317563969601,,0.8477030217541647,,40.416845178746634,True,-6.2135192665206205,,,rfo
778,778-H14C6O2,851.5453109748867,-100.01875069543993,-129.2,11.221695519037702,,8.580582811162365e-06,,,False,29.181249304560055,,,rfo
1140,1140-C1F2,844.302001262542,-73.86756972766608,-45.0,12.244415149906791,,0.6163253993780097,,4.683037322268313,True,-28.86756972766608,,,rfo
652,652-H7C3N1O1,824.8778402464574,-60.36168487166165,-61.9,10.845695891613211,,3.27442276831654,,40.55888131623905,True,1.538315128338347,,,rfo
49,49-H8C4,818.4826950363945,-14.107932087853982,6.8,11.73073051739776,10.7,1.2185487133372882e-06,,23.45636505925736,True,-20.907932087853982,1.0307305173977603,,rfo
863,863-H4C2N2O2,816.2696567860638,-87.3453602268546,-92.5,11.022879472004755,,1.7222712104088043e-05,,39.74164932649805,True,5.154639773145405,,,rfo
233,233-H24C14,813.0957749819487,-39.48516570305995,-68.0,11.223071668839223,,7.644840299643422e-07,,,False,28.51483429694005,,,rfo
1120,1120-H1C2F1,805.725442143425,17.516720808278237,30.0,10.896170086306725,11.3,1.347730656888819,0.7,30.520921391601235,True,-12.483279191721763,-0.4038299136932757,0.647730656888819,rfo
828,828-H7C3N1O2,792.7148269832498,-98.72808745803616,-106.7,11.047915459537148,,2.3465060009167966,,38.18804622932494,True,7.971912541963846,,,rfo
446,446-H3C3N3,782.0366413391306,46.70888051369905,54.0,10.662678357432636,,9.126218431473621e-07,,38.18052430168065,True,-7.29111948630095,,,rfo
719,719-H4C2O2,779.6074899193068,-102.71675424559551,-103.3,11.706214457994935,10.8,1.6780400734748513,1.74,37.29904119205666,True,0.5832457544044871,0.9062144579949347,-0.0619599265251487,rfo
65,65-H8C5,773.2199103961945,7.9197308728788025,29.1,9.801802496967678,,0.11468317793947508,,25.480035718142584,True,-21.1802691271212,,,rfo
387,387-H6C1N2,765.0545242987533,18.82097769747061,22.6,9.24265474452257,9.3,0.290287742897106,1.66,,False,-3.779022302529391,-0.05734525547743097,-1.369712257102894,rfo
437,437-H12C8N2,764.8528669109979,51.75597343994599,24.1,12.139605119740086,,8.386797957010154e-06,,,False,27.65597343994599,,,rfo
650,650-H7C3N1O1,755.7024174771735,-49.81150409966939,-45.8,10.279774386990134,,3.1018752464693167,3.82,32.659730178986706,True,-4.011504099669395,,-0.7181247535306832,rfo
71,71-H10C5,755.321562635572,-33.3597769457582,-18.3,11.97653636504503,10.5,2.9111777022233264e-07,,24.920221397473295,True,-15.059776945758198,1.47653636504503,,rfo
390,390-H8C2N2,745.3745070373535,16.25965786655027,22.0,9.090461759406297,,3.002634772328838e-05,,37.74713179112541,True,-5.7403421334497295,,,rfo
740,740-H8C4O2,732.9805067478454,-67.4255505987595,-67.1,9.680352747439247,,0.0758624889016594,,38.28510215620412,True,-0.32555059875950576,,,rfo
725,725-H4C3O2,725.5989888072835,-79.0944425978837,-79.0,10.67011070970303,,1.8110907708144466,,38.09435835928959,True,-0.09444259788369891,,,rfo
633,633-H18C9O1,723.9221218760654,-56.19419910361214,-83.1,10.688344184648242,,2.251059043029734,,,False,26.905800896387852,,,rfo
31,31-H7C3,720.5010198448545,-6.188945452998652,16.8,9.471664019768564,,0.009928042223243384,,19.59639797533756,True,-22.988945452998653,,,rfo
712,712-O2,718.9991283212257,-4.712969901631088,0.0,12.548029302508397,,2.818901988432938e-15,,37.33060521951245,True,-4.712969901631088,,,rfo
617,617-H18C8O1,712.9028560465242,-59.59975925115048,-86.3,10.884160915859892,,0.9057996498243008,,,False,26.700240748849517,,,rfo
425,425-H11C7N1,712.3553739292527,23.710013601928292,50.4,8.369762285174078,,1.0748802067497123,,,False,-26.689986398071706,,,rfo
868,868-H4C4N2O2,710.8520625316379,-81.44758444069083,-72.4,9.961269718538869,,3.926766222527801,,35.468106189087884,True,-9.047584440690827,,,rfo
824,824-H7C3N1O2,710.4510432313836,-100.25474869324702,-101.0,10.47733626893577,,1.311381644543785,,37.68011793296742,True,0.7452513067529765,,,rfo
1160,1160-H1C1F3,706.1681251691996,-176.59688883691672,-166.3,14.661321932026624,14.8,2.240905448263113,1.65,30.283703382541724,True,-10.296888836916708,-0.13867806797337678,0.5909054482631131,rfo
21,21-H3C3,705.5283874281711,258.31071846352074,281.0,17.103326767034172,,0.5978306886236758,,19.530739401597298,True,-22.689281536479257,,,rfo
532,532-H6C4O1,703.2663477038885,-29.724080978545164,-17.3,9.276096533903113,,0.8322512938925679,,33.1333233932982,True,-12.424080978545163,,,rfo
1116,1116-H1F1,700.2019782261142,-70.38112279127817,-65.1,14.93787483961136,16.06,1.73708233612468,1.83,32.95274664812676,True,-5.281122791278179,-1.122125160388638,-0.09291766387531997,rfo
748,748-H8C5O2,690.7202460506649,-96.43103826027132,-91.9,10.926006755404694,9.15,2.7467401022896274,,26.637189747055203,True,-4.531038260271316,1.776006755404694,,rfo
1172,1172-C1F4,685.7850987763729,-224.04887493420753,-223.3,16.57109766290152,16.23,4.3134147795295426e-06,,36.703937760017,True,-0.7488749342075209,0.3410976629015181,,rfo
